Date,Close
6/23/2015 16:00,98.18
6/24/2015 16:00,96.89
6/25/2015 16:00,96.82
6/26/2015 16:00,94.41
6/29/2015 16:00,91.76
6/30/2015 16:00,92.09
7/1/2015 16:00,92.31
7/2/2015 16:00,92.74
7/6/2015 16:00,91.39
7/7/2015 16:00,91.1
7/8/2015 16:00,88.64
7/9/2015 16:00,87.51
7/10/2015 16:00,89.13
7/13/2015 16:00,89.88
7/14/2015 16:00,90.82
7/15/2015 16:00,90.28
7/16/2015 16:00,90.45
7/17/2015 16:00,90.26
7/20/2015 16:00,89.64
7/21/2015 16:00,89.66
7/22/2015 16:00,87.43
7/23/2015 16:00,88.73
7/24/2015 16:00,86.95
7/27/2015 16:00,86.31
7/28/2015 16:00,88.11
7/29/2015 16:00,88.22
7/30/2015 16:00,88.57
7/31/2015 16:00,87.54
8/3/2015 16:00,87.26
8/4/2015 16:00,86.29
8/5/2015 16:00,87.38
8/6/2015 16:00,85.82
8/7/2015 16:00,86.31
8/10/2015 16:00,88.45
8/11/2015 16:00,86.46
8/12/2015 16:00,86.96
8/13/2015 16:00,86.26
8/14/2015 16:00,85.55
8/17/2015 16:00,86.28
8/18/2015 16:00,84.65
8/19/2015 16:00,83.89
8/20/2015 16:00,80.74
8/21/2015 16:00,78.53
8/24/2015 16:00,76.77
8/25/2015 16:00,76.01
8/26/2015 16:00,79.8
8/27/2015 16:00,82.77
8/28/2015 16:00,83.25
8/31/2015 16:00,83.02
9/1/2015 16:00,80.09
9/2/2015 16:00,82
9/3/2015 16:00,82.64
9/4/2015 16:00,81.21
9/8/2015 16:00,84.81
9/9/2015 16:00,83.25
9/10/2015 16:00,83.62
9/11/2015 16:00,83.67
9/14/2015 16:00,83.86
9/15/2015 16:00,84.93
9/16/2015 16:00,85.11
9/17/2015 16:00,84.43
9/18/2015 16:00,82.96
9/21/2015 16:00,82.71
9/22/2015 16:00,80.89
9/23/2015 16:00,80.29
9/24/2015 16:00,80.13
9/25/2015 16:00,80.12
9/28/2015 16:00,77.9
9/29/2015 16:00,78.42
9/30/2015 16:00,81.46
10/1/2015 16:00,80.49
10/2/2015 16:00,82.17
10/5/2015 16:00,83.77
10/6/2015 16:00,84.04
10/7/2015 16:00,85.15
10/8/2015 16:00,85.71
10/9/2015 16:00,85.18
10/12/2015 16:00,85.18
10/13/2015 16:00,84.13
10/14/2015 16:00,87.19
10/15/2015 16:00,88.01
10/16/2015 16:00,88.21
10/19/2015 16:00,88.18
10/20/2015 16:00,88.1
10/21/2015 16:00,88.23
10/22/2015 16:00,91.29
10/23/2015 16:00,92.4
10/26/2015 16:00,90.74
10/27/2015 16:00,89.95
10/28/2015 16:00,91.28
10/29/2015 16:00,88.83
10/30/2015 16:00,89.54
11/2/2015 16:00,90.33
11/3/2015 16:00,90.8
11/4/2015 16:00,91.06
11/5/2015 16:00,89.15
11/6/2015 16:00,91.51
11/9/2015 16:00,90.62
11/10/2015 16:00,88.97
11/11/2015 16:00,89.04
11/12/2015 16:00,87.89
11/13/2015 16:00,87.1
11/16/2015 16:00,88.17
11/17/2015 16:00,88.76
11/18/2015 16:00,89.64
11/19/2015 16:00,89.85
11/20/2015 16:00,90.14
11/23/2015 16:00,89.06
11/24/2015 16:00,90.11
11/25/2015 16:00,90.24
11/27/2015 16:00,90.63
11/30/2015 16:00,91.61
12/1/2015 16:00,93.03
12/2/2015 16:00,92.59
12/3/2015 16:00,92.03
12/4/2015 16:00,93.62
12/7/2015 16:00,92.86
12/8/2015 16:00,92.07
12/9/2015 16:00,90.87
12/10/2015 16:00,91.31
12/11/2015 16:00,89.6
12/14/2015 16:00,89.02
12/15/2015 16:00,90.36
12/16/2015 16:00,91.04
12/17/2015 16:00,89.79
12/18/2015 16:00,88.75
12/21/2015 16:00,90.27
12/22/2015 16:00,90.41
12/23/2015 16:00,91.04
12/24/2015 16:00,91.21
12/28/2015 16:00,90.85
12/29/2015 16:00,91.91
12/30/2015 16:00,91.08
12/31/2015 16:00,89.84
1/4/2016 16:00,88.8
1/5/2016 16:00,87.96
1/6/2016 16:00,84.92
1/7/2016 16:00,82.54
1/8/2016 16:00,81.35
1/11/2016 16:00,81.63
1/12/2016 16:00,82.31
1/13/2016 16:00,79.69
1/14/2016 16:00,81.33
1/15/2016 16:00,77.66
1/19/2016 16:00,77.79
1/20/2016 16:00,78.3
1/21/2016 16:00,79.46
1/22/2016 16:00,80.91
1/25/2016 16:00,79.79
1/26/2016 16:00,80.53
1/27/2016 16:00,79.61
1/28/2016 16:00,79.43
1/29/2016 16:00,83.03
2/1/2016 16:00,83.4
2/2/2016 16:00,80.65
2/3/2016 16:00,80.84
2/4/2016 16:00,82.24
2/5/2016 16:00,79.42
2/8/2016 16:00,77.42
2/9/2016 16:00,76.98
2/10/2016 16:00,76.38
2/11/2016 16:00,75.79
2/12/2016 16:00,77.45
2/16/2016 16:00,80.17
2/17/2016 16:00,82.08
2/18/2016 16:00,81.69
2/19/2016 16:00,82.05
2/22/2016 16:00,83.34
2/23/2016 16:00,82.03
2/24/2016 16:00,83.12
2/25/2016 16:00,84.13
2/26/2016 16:00,84.67
2/29/2016 16:00,84.47
3/1/2016 16:00,86.75
3/2/2016 16:00,87.29
3/3/2016 16:00,87.39
3/4/2016 16:00,88.29
3/7/2016 16:00,88.69
3/8/2016 16:00,86.68
3/9/2016 16:00,87.29
3/10/2016 16:00,87.73
3/11/2016 16:00,89.4
3/14/2016 16:00,89.19
3/15/2016 16:00,88.96
3/16/2016 16:00,89.76
3/17/2016 16:00,90.38
3/18/2016 16:00,91.57
3/21/2016 16:00,91.69
3/22/2016 16:00,91.67
3/23/2016 16:00,90.2
3/24/2016 16:00,90.14
3/28/2016 16:00,90.09
3/29/2016 16:00,91.33
3/30/2016 16:00,92.13
3/31/2016 16:00,91.62
4/1/2016 16:00,92.25
4/4/2016 16:00,91.43
4/5/2016 16:00,90.92
4/6/2016 16:00,91.79
4/7/2016 16:00,90.39
4/8/2016 16:00,90.81
4/11/2016 16:00,90.79
4/12/2016 16:00,90.66
4/13/2016 16:00,92.69
4/14/2016 16:00,91.98
4/15/2016 16:00,91.19
4/18/2016 16:00,91.2
4/19/2016 16:00,90.09
4/20/2016 16:00,90.95
4/21/2016 16:00,90.41
4/22/2016 16:00,90.57
4/25/2016 16:00,90.03
4/26/2016 16:00,91.23
4/27/2016 16:00,92.16
4/28/2016 16:00,89.75
4/29/2016 16:00,87.38
5/2/2016 16:00,88.04
5/3/2016 16:00,87.04
5/4/2016 16:00,86.05
5/5/2016 16:00,86.26
5/6/2016 16:00,86.38
5/9/2016 16:00,86.27
5/10/2016 16:00,87.29
5/11/2016 16:00,87.08
5/12/2016 16:00,85.52
5/13/2016 16:00,85.83
5/16/2016 16:00,87.21
5/17/2016 16:00,86.64
5/18/2016 16:00,87.99
5/19/2016 16:00,87.5
5/20/2016 16:00,90.15
5/23/2016 16:00,90.78
5/24/2016 16:00,92.97
5/25/2016 16:00,93.52
5/26/2016 16:00,93.83
5/27/2016 16:00,94.42
5/31/2016 16:00,94.97
6/1/2016 16:00,95.47
6/2/2016 16:00,95.49
6/3/2016 16:00,95.77
6/6/2016 16:00,95.55
6/7/2016 16:00,96.46
6/8/2016 16:00,96.42
6/9/2016 16:00,96.53
6/10/2016 16:00,94.95
6/13/2016 16:00,94.46
6/14/2016 16:00,94.43
6/15/2016 16:00,94.42
6/16/2016 16:00,94.41
6/17/2016 16:00,93.61
6/20/2016 16:00,94.65
6/21/2016 16:00,94.65
6/22/2016 16:00,94.56
6/23/2016 16:00,96.92
6/24/2016 16:00,91.66
6/27/2016 16:00,87.94
6/28/2016 16:00,90.24
6/29/2016 16:00,92.06
6/30/2016 16:00,93.64
7/1/2016 16:00,92.87
7/5/2016 16:00,91.17
7/6/2016 16:00,91.29
7/7/2016 16:00,92.4
7/8/2016 16:00,94.97
7/11/2016 16:00,96.04
7/12/2016 16:00,97.29
7/13/2016 16:00,97.41
7/14/2016 16:00,98.12
7/15/2016 16:00,98.09
7/18/2016 16:00,99.53
7/19/2016 16:00,99.19
7/20/2016 16:00,100.76
7/21/2016 16:00,100.05
7/22/2016 16:00,100.55
7/25/2016 16:00,101.13
7/26/2016 16:00,105.05
7/27/2016 16:00,105.04
7/28/2016 16:00,104.46
7/29/2016 16:00,104
8/1/2016 16:00,104.08
8/2/2016 16:00,102.48
8/3/2016 16:00,102.61
8/4/2016 16:00,103.57
8/5/2016 16:00,104.89
8/8/2016 16:00,104.77
8/9/2016 16:00,105.62
8/10/2016 16:00,104.9
8/11/2016 16:00,105.3
8/12/2016 16:00,105.79
8/15/2016 16:00,107.23
8/16/2016 16:00,106.48
8/17/2016 16:00,106.46
8/18/2016 16:00,107.23
8/19/2016 16:00,108.15
8/22/2016 16:00,108.2
8/23/2016 16:00,108.73
8/24/2016 16:00,107.83
8/25/2016 16:00,108.27
8/26/2016 16:00,108.75
8/29/2016 16:00,109.18
8/30/2016 16:00,108.97
8/31/2016 16:00,108.9
9/1/2016 16:00,109.76
9/2/2016 16:00,109.65
9/6/2016 16:00,109.4
9/7/2016 16:00,108.57
9/8/2016 16:00,108.38
9/9/2016 16:00,104.53
9/12/2016 16:00,106.48
9/13/2016 16:00,105.54
9/14/2016 16:00,106.47
9/15/2016 16:00,108.93
9/16/2016 16:00,108.96
9/19/2016 16:00,109.09
9/20/2016 16:00,108.6
9/21/2016 16:00,110.1
9/22/2016 16:00,110.46
9/23/2016 16:00,109.33
9/26/2016 16:00,107.8
9/27/2016 16:00,109.66
9/28/2016 16:00,109.88
9/29/2016 16:00,111.23
9/30/2016 16:00,112.99
10/3/2016 16:00,112.23
10/4/2016 16:00,111.94
10/5/2016 16:00,112.76
10/6/2016 16:00,113.42
10/7/2016 16:00,113.25
10/10/2016 16:00,112.68
10/11/2016 16:00,110.32
10/12/2016 16:00,109.95
10/13/2016 16:00,108.65
10/14/2016 16:00,109.47
10/17/2016 16:00,108.9
10/18/2016 16:00,110.16
10/19/2016 16:00,109.7
10/20/2016 16:00,110.47
10/21/2016 16:00,110.19
10/24/2016 16:00,112.21
10/25/2016 16:00,112.11
10/26/2016 16:00,111.95
10/27/2016 16:00,111.43
10/28/2016 16:00,110.76
10/31/2016 16:00,111.36
11/1/2016 16:00,110.37
11/2/2016 16:00,109.64
11/3/2016 16:00,109.45
11/4/2016 16:00,108.76
11/7/2016 16:00,111.82
11/8/2016 16:00,112.05
11/9/2016 16:00,111.52
11/10/2016 16:00,109.11
11/11/2016 16:00,113.29
11/14/2016 16:00,112.7
11/15/2016 16:00,114.81
11/16/2016 16:00,116.13
11/17/2016 16:00,117.38
11/18/2016 16:00,118.23
11/21/2016 16:00,119.02
11/22/2016 16:00,120.29
11/23/2016 16:00,120.44
11/25/2016 16:00,120.65
11/28/2016 16:00,120.29
11/29/2016 16:00,120.07
11/30/2016 16:00,119.38
12/1/2016 16:00,113.55
12/2/2016 16:00,114.95
12/5/2016 16:00,116.35
12/6/2016 16:00,117.96
12/7/2016 16:00,120.39
12/8/2016 16:00,121.44
12/9/2016 16:00,121.03
12/12/2016 16:00,120.08
12/13/2016 16:00,121.48
12/14/2016 16:00,121.37
12/15/2016 16:00,123.44
12/16/2016 16:00,122.19
12/19/2016 16:00,123.4
12/20/2016 16:00,124.58
12/21/2016 16:00,124.29
12/22/2016 16:00,124.89
12/23/2016 16:00,125.53
12/27/2016 16:00,127.08
12/28/2016 16:00,124.67
12/29/2016 16:00,124.65
12/30/2016 16:00,122.72
1/3/2017 16:00,122.72
1/4/2017 16:00,123.06
1/5/2017 16:00,122.01
1/6/2017 16:00,122.98
1/9/2017 16:00,124.28
1/10/2017 16:00,124.88
1/11/2017 16:00,125.31
1/12/2017 16:00,124.26
1/13/2017 16:00,125.07
1/17/2017 16:00,123.06
1/18/2017 16:00,124.74
1/19/2017 16:00,124.18
1/20/2017 16:00,125.78
1/23/2017 16:00,125.01
1/24/2017 16:00,127.43
1/25/2017 16:00,129.32
1/26/2017 16:00,128.59
1/27/2017 16:00,130.19
1/30/2017 16:00,129.54
1/31/2017 16:00,127.86
2/1/2017 16:00,129.89
2/2/2017 16:00,129.83
2/3/2017 16:00,130.5
2/6/2017 16:00,130.96
2/7/2017 16:00,131.44
2/8/2017 16:00,131.69
2/9/2017 16:00,130.54
2/10/2017 16:00,130.46
2/13/2017 16:00,130.73
2/14/2017 16:00,130.37
2/15/2017 16:00,131.38
2/16/2017 16:00,131.59
2/17/2017 16:00,132.27
2/21/2017 16:00,134.14
2/22/2017 16:00,134.17
2/23/2017 16:00,131.99
2/24/2017 16:00,131.9
2/27/2017 16:00,133.16
2/28/2017 16:00,131.46
3/1/2017 16:00,133.51
3/2/2017 16:00,132.14
3/3/2017 16:00,132.07
3/6/2017 16:00,132.14
3/7/2017 16:00,132.43
3/8/2017 16:00,132.74
3/9/2017 16:00,133
3/10/2017 16:00,134.52
3/13/2017 16:00,135.53
3/14/2017 16:00,135.13
3/15/2017 16:00,136.2
3/16/2017 16:00,136.06
3/17/2017 16:00,136.34
3/20/2017 16:00,137.35
3/21/2017 16:00,134.13
3/22/2017 16:00,135.55
3/23/2017 16:00,135.25
3/24/2017 16:00,135.88
3/27/2017 16:00,136.08
3/28/2017 16:00,136.51
3/29/2017 16:00,136.18
3/30/2017 16:00,136.88
3/31/2017 16:00,136.89
4/3/2017 16:00,136.02
4/4/2017 16:00,135.34
4/5/2017 16:00,134.4
4/6/2017 16:00,134.61
4/7/2017 16:00,135.19
4/10/2017 16:00,134.15
4/11/2017 16:00,133.07
4/12/2017 16:00,130.78
4/13/2017 16:00,129.91
4/17/2017 16:00,131.53
4/18/2017 16:00,132.14
4/19/2017 16:00,132.83
4/20/2017 16:00,134.93
4/21/2017 16:00,134.36
4/24/2017 16:00,136.29
4/25/2017 16:00,137.68
4/26/2017 16:00,136.55
4/27/2017 16:00,138.47
4/28/2017 16:00,136.11
5/1/2017 16:00,137.46
5/2/2017 16:00,136.01
5/3/2017 16:00,136.48
5/4/2017 16:00,136.38
5/5/2017 16:00,136.92
5/8/2017 16:00,136.38
5/9/2017 16:00,137.73
5/10/2017 16:00,140.65
5/11/2017 16:00,141.16
5/12/2017 16:00,141.56
5/15/2017 16:00,143.75
5/16/2017 16:00,145.81
5/17/2017 16:00,139.52
5/18/2017 16:00,142.12
5/19/2017 16:00,143.69
5/22/2017 16:00,145.26
5/23/2017 16:00,144.68
5/24/2017 16:00,145.62
5/25/2017 16:00,146.36
5/26/2017 16:00,147.03
5/30/2017 16:00,148.01
5/31/2017 16:00,147.99
6/1/2017 16:00,148.14
6/2/2017 16:00,149.65
6/5/2017 16:00,150.01
6/6/2017 16:00,150.5
6/7/2017 16:00,151.62
6/8/2017 16:00,154.39
6/9/2017 16:00,147.9
6/12/2017 16:00,147.05
6/13/2017 16:00,148.05
6/14/2017 16:00,146.5
6/15/2017 16:00,145.34
6/16/2017 16:00,144.76
6/19/2017 16:00,147.51
6/20/2017 16:00,145.85
6/21/2017 16:00,147.54
6/22/2017 16:00,147.2
6/23/2017 16:00,147.64
6/26/2017 16:00,146.37
6/27/2017 16:00,142.11
6/28/2017 16:00,144.57
6/29/2017 16:00,140.97
6/30/2017 16:00,140.2
7/3/2017 16:00,138.28
7/5/2017 16:00,141.11
7/6/2017 16:00,140.49
7/7/2017 16:00,142.86
7/10/2017 16:00,144.51
7/11/2017 16:00,145.71
7/12/2017 16:00,148.04
7/13/2017 16:00,147.58
7/14/2017 16:00,149.56
7/17/2017 16:00,148.95
7/18/2017 16:00,149.41
7/19/2017 16:00,150.79
7/20/2017 16:00,151.23
7/21/2017 16:00,149.94
7/24/2017 16:00,149.49
7/25/2017 16:00,149.36
7/26/2017 16:00,151
7/27/2017 16:00,148.7
7/28/2017 16:00,148.13
7/31/2017 16:00,146.98
8/1/2017 16:00,147.89
8/2/2017 16:00,146.82
8/3/2017 16:00,146.27
8/4/2017 16:00,146.33
8/7/2017 16:00,148.85
8/8/2017 16:00,148.42
8/9/2017 16:00,147.92
8/10/2017 16:00,143.79
8/11/2017 16:00,144.6
8/14/2017 16:00,148.28
8/15/2017 16:00,148.65
8/16/2017 16:00,148.89
8/17/2017 16:00,145.13
8/18/2017 16:00,145.35
8/21/2017 16:00,144.27
8/22/2017 16:00,146.65
8/23/2017 16:00,147.27
8/24/2017 16:00,147.29
8/25/2017 16:00,146.58
8/28/2017 16:00,147.02
8/29/2017 16:00,147.25
8/30/2017 16:00,149.77
8/31/2017 16:00,151.25
9/1/2017 16:00,151.91
9/5/2017 16:00,149.86
9/6/2017 16:00,150.07
9/7/2017 16:00,150.33
9/8/2017 16:00,148.56
9/11/2017 16:00,151.39
9/12/2017 16:00,152.07
9/13/2017 16:00,152.37
9/14/2017 16:00,152.97
9/15/2017 16:00,155.64
9/18/2017 16:00,157.68
9/19/2017 16:00,158.18
9/20/2017 16:00,156
9/21/2017 16:00,155.33
9/22/2017 16:00,156.12
9/25/2017 16:00,153.11
9/26/2017 16:00,152.37
9/27/2017 16:00,156.06
9/28/2017 16:00,157.21
9/29/2017 16:00,158.57
10/2/2017 16:00,159.63
10/3/2017 16:00,160.07
10/4/2017 16:00,160.44
10/5/2017 16:00,160.58
10/6/2017 16:00,161.21
10/9/2017 16:00,162.44
10/10/2017 16:00,163.35
10/11/2017 16:00,164.47
10/12/2017 16:00,163.95
10/13/2017 16:00,165
10/16/2017 16:00,165.78
10/17/2017 16:00,165.64
10/18/2017 16:00,166.2
10/19/2017 16:00,165.78
10/20/2017 16:00,166.63
10/23/2017 16:00,167.45
10/24/2017 16:00,168.62
10/25/2017 16:00,166.41
10/26/2017 16:00,167.39
10/27/2017 16:00,170.89
10/30/2017 16:00,171.35
10/31/2017 16:00,172.72
11/1/2017 16:00,172.09
11/2/2017 16:00,172.94
11/3/2017 16:00,176
11/6/2017 16:00,178.49
11/7/2017 16:00,178.33
11/8/2017 16:00,178.9
11/9/2017 16:00,175.32
11/10/2017 16:00,176.48
11/13/2017 16:00,176.99
11/14/2017 16:00,176.83
11/15/2017 16:00,175.24
11/16/2017 16:00,177.85
11/17/2017 16:00,177.07
11/20/2017 16:00,179.18
11/21/2017 16:00,181.23
11/22/2017 16:00,180.13
11/24/2017 13:00,181.75
11/27/2017 16:00,179.47
11/28/2017 16:00,179.55
11/29/2017 16:00,171.64
11/30/2017 16:00,172.56
12/1/2017 16:00,170.69
12/4/2017 16:00,166.59
12/5/2017 16:00,166.72
12/6/2017 16:00,167.26
12/7/2017 16:00,168.89
12/8/2017 16:00,168.02
12/11/2017 16:00,169.03
12/12/2017 16:00,167.38
12/13/2017 16:00,167.35
12/14/2017 16:00,167.18
12/15/2017 16:00,169.8
12/18/2017 16:00,173.44
12/19/2017 16:00,172.94
12/20/2017 16:00,174.2
12/21/2017 16:00,172.36
12/22/2017 16:00,172.26
12/26/2017 16:00,170.54
12/27/2017 16:00,171.09
12/28/2017 16:00,171.57
12/29/2017 16:00,169.81
1/2/2018 16:00,174.42
1/3/2018 16:00,177.47
1/4/2018 16:00,178.47
1/5/2018 16:00,179.49
1/8/2018 16:00,180.9
1/9/2018 16:00,179.12
1/10/2018 16:00,176.97
1/11/2018 16:00,178.03
1/12/2018 16:00,178.99
1/16/2018 16:00,179.58
1/17/2018 16:00,184.79
1/18/2018 16:00,185.62
1/19/2018 16:00,185.81
1/22/2018 16:00,187.19
1/23/2018 16:00,188.69
1/24/2018 16:00,184.37
1/25/2018 16:00,181.17
1/26/2018 16:00,186.96
1/29/2018 16:00,186.69
1/30/2018 16:00,182.98
1/31/2018 16:00,184.47
2/1/2018 16:00,183.56
2/2/2018 16:00,178.62
2/5/2018 16:00,170.21
2/6/2018 16:00,176.37
2/7/2018 16:00,172.59
2/8/2018 16:00,165.34
2/9/2018 16:00,170.1
2/12/2018 16:00,173.37
2/13/2018 16:00,173.17
2/14/2018 16:00,177.23
2/15/2018 16:00,179.34
2/16/2018 16:00,178.7
2/20/2018 16:00,181.86
2/21/2018 16:00,179.77
2/22/2018 16:00,179.37
2/23/2018 16:00,183.21
2/26/2018 16:00,187.16
2/27/2018 16:00,186.54
2/28/2018 16:00,184.88
3/1/2018 16:00,181.96
3/2/2018 16:00,185.05
3/5/2018 16:00,186.71
3/6/2018 16:00,189.52
3/7/2018 16:00,190.13
3/8/2018 16:00,190.3
3/9/2018 16:00,194.25
3/12/2018 16:00,196.31
3/13/2018 16:00,193.28
3/14/2018 16:00,193.26
3/15/2018 16:00,193.11
3/16/2018 16:00,193.03
3/19/2018 16:00,189.35
3/20/2018 16:00,190.74
3/21/2018 16:00,191.1
3/22/2018 16:00,185.7
3/23/2018 16:00,179.52
3/26/2018 16:00,187.01
3/27/2018 16:00,180.13
3/28/2018 16:00,176.23
3/29/2018 16:00,180.05
4/2/2018 16:00,173.17
4/3/2018 16:00,176.45
4/4/2018 16:00,178.72
4/5/2018 16:00,176.89
4/6/2018 16:00,171.54
4/9/2018 16:00,172.62
4/10/2018 16:00,178.14
4/11/2018 16:00,178.21
4/12/2018 16:00,181.57
4/13/2018 16:00,180.23
4/16/2018 16:00,180.55
4/17/2018 16:00,183.97
4/18/2018 16:00,182.16
4/19/2018 16:00,174.28
4/20/2018 16:00,172.22
4/23/2018 16:00,169.93
4/24/2018 16:00,168.56
4/25/2018 16:00,168.35
4/26/2018 16:00,171.79
4/27/2018 16:00,170.59
4/30/2018 16:00,168.72
5/1/2018 16:00,171.49
5/2/2018 16:00,170.73
5/3/2018 16:00,171.75
5/4/2018 16:00,175.78
5/7/2018 16:00,177.48
5/8/2018 16:00,178.53
5/9/2018 16:00,181.25
5/10/2018 16:00,184.55
5/11/2018 16:00,183.2
5/14/2018 16:00,185.44
5/15/2018 16:00,183.43
5/16/2018 16:00,185.79
5/17/2018 16:00,185.25
5/18/2018 16:00,185.25
5/21/2018 16:00,184.43
5/22/2018 16:00,185.46
5/23/2018 16:00,186.46
5/24/2018 16:00,187.21
5/25/2018 16:00,188.72
5/29/2018 16:00,187.58
5/30/2018 16:00,188.8
5/31/2018 16:00,187.43
6/1/2018 16:00,191.7
6/4/2018 16:00,193.22
6/5/2018 16:00,194.14
6/6/2018 16:00,195.37
6/7/2018 16:00,193.63
6/8/2018 16:00,191.9
6/11/2018 16:00,191.53
6/12/2018 16:00,192.52
6/13/2018 16:00,192.23
6/14/2018 16:00,193.38
6/15/2018 16:00,193.21
6/18/2018 16:00,191.35
6/19/2018 16:00,189.25
6/20/2018 16:00,190.16
6/21/2018 16:00,187.8
6/22/2018 16:00,186.31
6/25/2018 16:00,180.83
6/26/2018 16:00,180.85
6/27/2018 16:00,176.53
6/28/2018 16:00,177.87
6/29/2018 16:00,178.24
7/2/2018 16:00,179.36
7/3/2018 13:00,176.09
7/5/2018 16:00,180.8
7/6/2018 16:00,183.02
7/9/2018 16:00,184.19
7/10/2018 16:00,186.14
7/11/2018 16:00,181.36
7/12/2018 16:00,182.58
7/13/2018 16:00,181.92
7/16/2018 16:00,181.67
7/17/2018 16:00,184.28
7/18/2018 16:00,185.7
7/19/2018 16:00,185.29
7/20/2018 16:00,184.42
7/23/2018 16:00,184.67
7/24/2018 16:00,182.66
7/25/2018 16:00,183.35
7/26/2018 16:00,186.93
7/27/2018 16:00,186.1
7/30/2018 16:00,184.28
7/31/2018 16:00,185.5
8/1/2018 16:00,185.23
8/2/2018 16:00,187.05
8/3/2018 16:00,187.44
8/6/2018 16:00,188.57
8/7/2018 16:00,190.07
8/8/2018 16:00,190.51
8/9/2018 16:00,188.63
8/10/2018 16:00,183.95
8/13/2018 16:00,184.22
8/14/2018 16:00,183.85
8/15/2018 16:00,181.3
8/16/2018 16:00,181.07
8/17/2018 16:00,179.72
8/20/2018 16:00,179.56
8/21/2018 16:00,183.06
8/22/2018 16:00,183.92
8/23/2018 16:00,184.13
8/24/2018 16:00,186.8
8/27/2018 16:00,189.77
8/28/2018 16:00,190.5
8/29/2018 16:00,191
8/30/2018 16:00,189.29
8/31/2018 16:00,190.32
9/4/2018 16:00,191.85
9/5/2018 16:00,190.92
9/6/2018 16:00,185.86
9/7/2018 16:00,185.09
9/10/2018 16:00,187.05
9/11/2018 16:00,185.24
9/12/2018 16:00,183.1
9/13/2018 16:00,185.19
9/14/2018 16:00,187.27
9/17/2018 16:00,184.66
9/18/2018 16:00,186.25
9/19/2018 16:00,186.54
9/20/2018 16:00,188.8
9/21/2018 16:00,188.29
9/24/2018 16:00,188.94
9/25/2018 16:00,185.93
9/26/2018 16:00,183.2
9/27/2018 16:00,183.89
9/28/2018 16:00,185.05
10/1/2018 16:00,185.69
10/2/2018 16:00,185.69
10/3/2018 16:00,185.86
10/4/2018 16:00,182.57
10/5/2018 16:00,178.25
10/8/2018 16:00,176.26
10/9/2018 16:00,176.06
10/10/2018 16:00,168.29
10/11/2018 16:00,166.61
10/12/2018 16:00,169.64
10/15/2018 16:00,168.25
10/16/2018 16:00,173.73
10/17/2018 16:00,173.04
10/18/2018 16:00,168.71
10/19/2018 16:00,166.18
10/22/2018 16:00,167.2
10/23/2018 16:00,166.33
10/24/2018 16:00,155.42
10/25/2018 16:00,158.89
10/26/2018 16:00,156.13
10/29/2018 16:00,154.5
10/30/2018 16:00,160.92
10/31/2018 16:00,162.96
11/1/2018 16:00,170.61
11/2/2018 16:00,168.04
11/5/2018 16:00,166.51
11/6/2018 16:00,168.45
11/7/2018 16:00,170.36
11/8/2018 16:00,169.9
11/9/2018 16:00,166.66
